,national_id,main_name,hp,attack,defense,spatk,spdef,speed,count_form
1137,1137,Tinkaton,85,75,77,70,105,94,1
1138,1138,Wiglett,10,55,25,35,25,95,1
1139,1139,Wugtrio,35,100,50,50,70,120,1
1140,1140,Bombirdier,70,103,85,60,85,82,1
1141,1141,Finizen,70,45,40,45,40,75,1
1142,1142,Zero Form,100,70,72,53,62,100,2
1143,1143,Hero Form,100,160,97,106,87,100,2
1144,1144,Varoom,45,70,63,30,45,47,1
1145,1145,Revavroom,80,119,90,54,67,90,1
1146,1146,Cyclizar,70,95,65,85,65,121,1
1147,1147,Orthworm,70,85,145,60,55,65,1
1148,1148,Glimmet,48,35,42,105,60,60,1
1149,1149,Glimmora,83,55,90,130,81,86,1
1150,1150,Greavard,50,61,60,30,55,34,1
1151,1151,Houndstone,72,101,100,50,97,68,1
1152,1152,Flamigo,82,115,74,75,64,90,1
1153,1153,Cetoddle,108,68,45,30,40,43,1
1154,1154,Cetitan,170,113,65,45,55,73,1
1155,1155,Veluza,90,102,73,78,65,70,1
1156,1156,Dondozo,150,100,115,65,65,35,1
1157,1157,Curly Form,68,50,60,120,95,82,3
1158,1158,Droopy Form,68,50,60,120,95,82,3
1159,1159,Stretchy Form,68,50,60,120,95,82,3
1160,1160,Annihilape,110,115,80,50,90,90,1
1161,1161,Clodsire,130,75,60,45,100,20,1
1162,1162,Farigiraf,120,90,70,110,70,60,1
1163,1163,Two-Segment Form,125,100,80,85,75,55,2
1164,1164,Three-Segment Form,125,100,80,85,75,55,2
1165,1165,Kingambit,100,135,120,60,85,50,1
1166,1166,Great Tusk,115,131,131,53,53,87,1
1167,1167,Scream Tail,115,65,99,65,115,111,1
1168,1168,Brute Bonnet,111,127,99,79,99,55,1
1169,1169,Flutter Mane,55,55,55,135,135,135,1
1170,1170,Slither Wing,85,135,79,85,105,81,1
1171,1171,Sandy Shocks,85,81,97,121,85,101,1
1172,1172,Iron Treads,90,112,120,72,70,106,1
1173,1173,Iron Bundle,56,80,114,124,60,136,1
1174,1174,Iron Hands,154,140,108,50,68,50,1
1175,1175,Iron Jugulis,94,80,86,122,80,108,1
1176,1176,Iron Moth,80,70,60,140,110,110,1
1177,1177,Iron Thorns,100,134,110,70,84,72,1
1178,1178,Frigibax,65,75,45,35,45,55,1
1179,1179,Arctibax,90,95,66,45,65,62,1
1180,1180,Baxcalibur,115,145,92,75,86,87,1
1181,1181,Chest Form,45,30,70,75,70,10,2
1182,1182,Roaming Form,45,30,25,75,45,80,2
1183,1183,Gholdengo,87,60,95,133,91,84,1
1184,1184,Wo-Chien,85,85,100,95,135,70,1
1185,1185,Chien-Pao,80,120,80,90,65,135,1
1186,1186,Ting-Lu,155,110,125,55,80,45,1
1187,1187,Chi-Yu,55,80,80,135,120,100,1
1188,1188,Roaring Moon,105,139,71,55,101,119,1
1189,1189,Iron Valiant,74,130,90,120,60,116,1
1190,1190,Koraidon,100,135,115,85,100,135,1
1191,1191,Miraidon,100,85,100,135,115,135,1
1192,1192,Walking Wake,99,83,91,125,83,109,1
1193,1193,Iron Leaves,90,130,88,70,108,104,1
