;hp;attack;defense;spatk;spdef;speed;count_form;national_id;main_name;gambar;label
862;126;131;95;131;98;99;1;862;Yveltal;862.jpg;2
863;108;100;121;81;95;95;3;863;50% Forme;863.jpg;2
864;54;100;71;61;85;115;3;864;10% Forme;864.jpg;1
865;216;100;121;91;95;85;3;865;Complete Forme;865.jpg;2
866;50;100;150;100;150;50;2;866;Diancie;866.jpg;5
867;50;160;110;160;110;110;2;867;Mega Diancie;867.jpg;2
868;80;110;60;150;130;70;2;868;Hoopa Confined;868.jpg;2
869;80;160;60;170;130;80;2;869;Hoopa Unbound;869.jpg;2
870;80;110;120;130;90;70;1;870;Volcanion;870.jpg;2
871;68;55;55;50;50;42;1;871;Rowlet;871.jpg;3
872;78;75;75;70;70;52;1;872;Dartrix;872.jpg;5
873;78;107;75;100;100;70;2;873;Decidueye;873.jpg;2
874;88;112;80;95;95;60;2;874;Hisuian Decidueye;874.jpg;2
875;45;65;40;60;40;70;1;875;Litten;875.jpg;0
876;65;85;50;80;50;90;1;876;Torracat;876.jpg;1
877;95;115;90;80;90;60;1;877;Incineroar;877.jpg;5
878;50;54;54;66;56;40;1;878;Popplio;878.jpg;3
879;60;69;69;91;81;50;1;879;Brionne;879.jpg;4
880;80;74;74;126;116;60;1;880;Primarina;880.jpg;4
881;35;75;30;30;30;65;1;881;Pikipek;881.jpg;0
882;55;85;50;40;50;75;1;882;Trumbeak;882.jpg;0
883;80;120;75;75;75;60;1;883;Toucannon;883.jpg;1
884;48;70;30;30;30;45;1;884;Yungoos;884.jpg;0
885;88;110;60;55;60;45;1;885;Gumshoos;885.jpg;5
886;47;62;45;55;45;46;1;886;Grubbin;886.jpg;0
887;57;82;95;55;75;36;1;887;Charjabug;887.jpg;5
888;77;70;90;145;75;43;1;888;Vikavolt;888.jpg;5
889;47;82;57;42;47;63;1;889;Crabrawler;889.jpg;0
890;97;132;77;62;67;43;1;890;Crabominable;890.jpg;5
891;75;70;70;98;70;93;4;891;Baile Style;891.jpg;4
892;75;70;70;98;70;93;4;892;Pom-Pom Style;892.jpg;4
893;75;70;70;98;70;93;4;893;Pa'u Style;893.jpg;4
894;75;70;70;98;70;93;4;894;Sensu Style;894.jpg;4
895;40;45;40;55;40;84;1;895;Cutiefly;895.jpg;0
896;60;55;60;95;70;124;1;896;Ribombee;896.jpg;4
897;45;65;40;30;40;60;2;897;Rockruff;897.jpg;0
898;45;65;40;30;40;60;2;898;Own Tempo Rockruff;898.jpg;0
899;75;115;65;55;65;112;3;899;Midday Form;899.jpg;1
900;85;115;75;55;75;82;3;900;Midnight Form;900.jpg;1
901;75;117;65;55;65;110;3;901;Dusk Form;901.jpg;1
902;45;20;20;25;25;40;2;902;Solo Form;902.jpg;3
903;45;140;130;140;135;30;2;903;School Form;903.jpg;5
904;50;53;62;43;52;45;1;904;Mareanie;904.jpg;3
905;50;63;152;53;142;35;1;905;Toxapex;905.jpg;5
906;70;100;70;45;55;45;1;906;Mudbray;906.jpg;1
907;100;125;100;55;85;35;1;907;Mudsdale;907.jpg;5
908;38;40;52;40;72;27;1;908;Dewpider;908.jpg;3
909;68;70;92;50;132;42;1;909;Araquanid;909.jpg;5
910;40;55;35;50;35;35;1;910;Fomantis;910.jpg;0
911;70;105;90;80;90;45;1;911;Lurantis;911.jpg;5
912;40;35;55;65;75;15;1;912;Morelull;912.jpg;0
913;60;45;80;90;100;30;1;913;Shiinotic;913.jpg;5
914;48;44;40;71;40;77;1;914;Salandit;914.jpg;0
915;68;64;60;111;60;117;1;915;Salazzle;915.jpg;4
916;70;75;50;45;50;50;1;916;Stufful;916.jpg;3
917;120;125;80;55;60;60;1;917;Bewear;917.jpg;1
918;42;30;38;30;38;32;1;918;Bounsweet;918.jpg;3
919;52;40;48;40;48;62;1;919;Steenee;919.jpg;0
920;72;120;98;50;98;72;1;920;Tsareena;920.jpg;1
921;51;52;90;82;110;100;1;921;Comfey;921.jpg;4
922;90;60;80;90;110;60;1;922;Oranguru;922.jpg;4
923;100;120;90;40;60;80;1;923;Passimian;923.jpg;1
924;25;35;40;20;30;80;1;924;Wimpod;924.jpg;0
925;75;125;140;60;90;40;1;925;Golisopod;925.jpg;5
926;55;55;80;70;45;15;1;926;Sandygast;926.jpg;4
927;85;75;110;100;75;35;1;927;Palossand;927.jpg;5
928;55;60;130;30;130;5;1;928;Pyukumuku;928.jpg;5
929;95;95;95;95;95;59;1;929;Type: Null;929.jpg;2
930;95;95;95;95;95;95;1;930;Silvally;930.jpg;2
931;60;60;100;60;100;60;2;931;Meteor Form;931.jpg;5
932;60;100;60;100;60;120;2;932;Core Form;932.jpg;1
933;65;115;65;75;95;65;1;933;Komala;933.jpg;1
934;60;78;135;91;85;36;1;934;Turtonator;934.jpg;5
935;65;98;63;40;73;96;1;935;Togedemaru;935.jpg;1
936;55;90;80;50;105;96;1;936;Mimikyu;936.jpg;1
937;68;105;70;70;70;92;1;937;Bruxish;937.jpg;1
938;78;60;85;135;91;36;1;938;Drampa;938.jpg;5
939;70;131;100;86;90;40;1;939;Dhelmise;939.jpg;5
940;45;55;65;45;45;45;1;940;Jangmo-o;940.jpg;3
941;55;75;90;65;70;65;1;941;Hakamo-o;941.jpg;1
942;75;110;125;100;105;85;1;942;Kommo-o;942.jpg;2
943;70;115;85;95;75;130;1;943;Tapu Koko;943.jpg;2
944;70;85;75;130;115;95;1;944;Tapu Lele;944.jpg;2
945;70;130;115;85;95;75;1;945;Tapu Bulu;945.jpg;2
946;70;75;115;95;130;85;1;946;Tapu Fini;946.jpg;2
947;43;29;31;29;31;37;1;947;Cosmog;947.jpg;0
948;43;29;131;29;131;37;1;948;Cosmoem;948.jpg;3
949;137;137;107;113;89;97;1;949;Solgaleo;949.jpg;2
950;137;113;89;137;107;97;1;950;Lunala;950.jpg;2
951;109;53;47;127;131;103;1;951;Nihilego;951.jpg;4
952;107;139;139;53;53;79;1;952;Buzzwole;952.jpg;1
953;71;137;37;137;37;151;1;953;Pheromosa;953.jpg;2
954;83;89;71;173;71;83;1;954;Xurkitree;954.jpg;2
955;97;101;103;107;101;61;1;955;Celesteela;955.jpg;2
956;59;181;131;59;31;109;1;956;Kartana;956.jpg;1
957;223;101;53;97;53;43;1;957;Guzzlord;957.jpg;5
958;97;107;101;127;89;79;4;958;Necrozma;958.jpg;2
959;97;157;127;113;109;77;4;959;Dusk Mane Necrozma;959.jpg;2
960;97;113;109;157;127;77;4;960;Dawn Wings Necrozma;960.jpg;2
961;97;167;97;167;97;129;4;961;Ultra Necrozma;961.jpg;2
962;80;95;115;130;115;65;1;962;Magearna;962.jpg;2
963;90;125;80;90;90;125;1;963;Marshadow;963.jpg;2
964;67;73;67;73;67;73;1;964;Poipole;964.jpg;4
965;73;73;73;127;73;121;1;965;Naganadel;965.jpg;4
966;61;131;211;53;101;13;1;966;Stakataka;966.jpg;1
967;53;127;53;151;79;107;1;967;Blacephalon;967.jpg;2
968;88;112;75;102;80;143;1;968;Zeraora;968.jpg;2
969;46;65;65;55;35;34;1;969;Meltan;969.jpg;3
970;135;143;143;80;65;34;1;970;Melmetal;970.jpg;5
971;50;65;50;40;40;65;1;971;Grookey;971.jpg;0
972;70;85;70;55;60;80;1;972;Thwackey;972.jpg;1
973;100;125;90;60;70;85;1;973;Rillaboom;973.jpg;1
974;50;71;40;40;40;69;1;974;Scorbunny;974.jpg;0
975;65;86;60;55;60;94;1;975;Raboot;975.jpg;1
976;80;116;75;65;75;119;1;976;Cinderace;976.jpg;1
977;50;40;40;70;40;70;1;977;Sobble;977.jpg;0
978;65;60;55;95;55;90;1;978;Drizzile;978.jpg;4
979;70;85;65;125;65;120;1;979;Inteleon;979.jpg;2
980;70;55;55;35;35;25;1;980;Skwovet;980.jpg;3
981;120;95;95;55;75;20;1;981;Greedent;981.jpg;5
982;38;47;35;33;35;57;1;982;Rookidee;982.jpg;0
983;68;67;55;43;55;77;1;983;Corvisquire;983.jpg;1
984;98;87;105;53;85;67;1;984;Corviknight;984.jpg;5
985;25;20;20;25;45;45;1;985;Blipbug;985.jpg;3
986;50;35;80;50;90;30;1;986;Dottler;986.jpg;3
987;60;45;110;80;120;90;1;987;Orbeetle;987.jpg;4
988;40;28;28;47;52;50;1;988;Nickit;988.jpg;0
989;70;58;58;87;92;90;1;989;Thievul;989.jpg;4
990;40;40;60;40;60;10;1;990;Gossifleur;990.jpg;0
991;60;50;90;80;120;60;1;991;Eldegoss;991.jpg;4
992;42;40;55;40;45;48;1;992;Wooloo;992.jpg;3
993;72;80;100;60;90;88;1;993;Dubwool;993.jpg;1
994;50;64;50;38;38;44;1;994;Chewtle;994.jpg;3
995;90;115;90;48;68;74;1;995;Drednaw;995.jpg;1
996;59;45;50;40;50;26;1;996;Yamper;996.jpg;3
997;69;90;60;90;60;121;1;997;Boltund;997.jpg;1
998;30;40;50;40;50;30;1;998;Rolycoly;998.jpg;3
999;80;60;90;60;70;50;1;999;Carkol;999.jpg;5
1000;110;80;120;80;90;30;1;1000;Coalossal;1000.jpg;5
1001;40;40;80;40;40;20;1;1001;Applin;1001.jpg;3
1002;70;110;80;95;60;70;1;1002;Flapple;1002.jpg;2
1003;110;85;80;100;80;30;1;1003;Appletun;1003.jpg;5
1004;52;57;75;35;50;46;1;1004;Silicobra;1004.jpg;3
1005;72;107;125;65;70;71;1;1005;Sandaconda;1005.jpg;1
1006;70;85;55;85;95;85;1;1006;Cramorant;1006.jpg;4
1007;41;63;40;40;30;66;1;1007;Arrokuda;1007.jpg;0
1008;61;123;60;60;50;136;1;1008;Barraskewda;1008.jpg;1
1009;40;38;35;54;35;40;1;1009;Toxel;1009.jpg;0
1010;75;98;70;114;70;75;2;1010;Amped Form;1010.jpg;2
1011;75;98;70;114;70;75;2;1011;Low Key Form;1011.jpg;2
1012;50;65;45;50;50;45;1;1012;Sizzlipede;1012.jpg;0
1013;100;115;65;90;90;65;1;1013;Centiskorch;1013.jpg;2
1014;50;68;60;50;50;32;1;1014;Clobbopus;1014.jpg;3
1015;80;118;90;70;80;42;1;1015;Grapploct;1015.jpg;5
1016;40;45;45;74;54;50;1;1016;Sinistea;1016.jpg;0
1017;60;65;65;134;114;70;1;1017;Polteageist;1017.jpg;4
1018;42;30;45;56;53;39;1;1018;Hatenna;1018.jpg;3
1019;57;40;65;86;73;49;1;1019;Hattrem;1019.jpg;4
1020;57;90;95;136;103;29;1;1020;Hatterene;1020.jpg;5
1021;45;45;30;55;40;50;1;1021;Impidimp;1021.jpg;0
1022;65;60;45;75;55;70;1;1022;Morgrem;1022.jpg;4
1023;95;120;65;95;75;60;1;1023;Grimmsnarl;1023.jpg;2
1024;93;90;101;60;81;95;1;1024;Obstagoon;1024.jpg;1
1025;70;110;100;50;60;50;1;1025;Perrserker;1025.jpg;5
1026;60;95;50;145;130;30;1;1026;Cursola;1026.jpg;5
1027;62;135;95;68;82;65;1;1027;Sirfetch'd;1027.jpg;1
1028;80;85;75;110;100;70;1;1028;Mr. Rime;1028.jpg;2
1029;58;95;145;50;105;30;1;1029;Runerigus;1029.jpg;5
1030;45;40;40;50;61;34;1;1030;Milcery;1030.jpg;3
1031;65;60;75;110;121;64;1;1031;Alcremie;1031.jpg;4
1032;65;100;100;70;60;75;1;1032;Falinks;1032.jpg;1
1033;48;101;95;91;85;15;1;1033;Pincurchin;1033.jpg;5
1034;30;25;35;45;30;20;1;1034;Snom;1034.jpg;3
1035;70;65;60;125;90;65;1;1035;Frosmoth;1035.jpg;4
1036;100;125;135;20;20;70;1;1036;Stonjourner;1036.jpg;1
1037;75;80;110;65;90;50;2;1037;Ice Face;1037.jpg;5
1038;75;80;70;65;50;130;2;1038;Noice Face;1038.jpg;1
1039;60;65;55;105;95;95;2;1039;Male;1039.jpg;4
1040;70;55;65;95;105;85;2;1040;Female;1040.jpg;4
1041;58;95;58;70;58;97;2;1041;Full Belly Mode;1041.jpg;1
1042;58;95;58;70;58;97;2;1042;Hangry Mode;1042.jpg;1
1043;72;80;49;40;49;40;1;1043;Cufant;1043.jpg;3
1044;122;130;69;80;69;30;1;1044;Copperajah;1044.jpg;5
1045;90;100;90;80;70;75;1;1045;Dracozolt;1045.jpg;2
1046;90;100;90;90;80;55;1;1046;Arctozolt;1046.jpg;5
1047;90;90;100;70;80;75;1;1047;Dracovish;1047.jpg;1
1048;90;90;100;80;90;55;1;1048;Arctovish;1048.jpg;5
1049;70;95;115;120;50;85;1;1049;Duraludon;1049.jpg;2
1050;28;60;30;40;30;82;1;1050;Dreepy;1050.jpg;0
1051;68;80;50;60;50;102;1;1051;Drakloak;1051.jpg;1
1052;88;120;75;100;75;142;1;1052;Dragapult;1052.jpg;2
1053;92;120;115;80;115;138;2;1053;Hero of Many Battles;1053.jpg;2
1054;92;150;115;80;115;148;2;1054;Crowned Sword;1054.jpg;2
1055;92;120;115;80;115;138;2;1055;Hero of Many Battles;1055.jpg;2
1056;92;120;140;80;140;128;2;1056;Crowned Shield;1056.jpg;2
1057;140;85;95;145;95;130;2;1057;Eternatus;1057.jpg;2
1058;255;115;250;125;250;130;2;1058;Eternamax;1058.jpg;2
1059;60;90;60;53;50;72;1;1059;Kubfu;1059.jpg;1
1060;100;130;100;63;60;97;2;1060;Single Strike Style;1060.jpg;1
1061;100;130;100;63;60;97;2;1061;Rapid Strike Style;1061.jpg;1
1062;105;120;105;70;95;105;1;1062;Zarude;1062.jpg;2
1063;80;100;50;100;50;200;1;1063;Regieleki;1063.jpg;1
1064;200;100;50;100;50;80;1;1064;Regidrago;1064.jpg;1
1065;100;145;130;65;110;30;1;1065;Glastrier;1065.jpg;5
1066;100;65;60;145;80;130;1;1066;Spectrier;1066.jpg;4
1067;100;80;80;80;80;80;3;1067;Calyrex;1067.jpg;2
1068;100;165;150;85;130;50;3;1068;Ice Rider;1068.jpg;5
1069;100;85;80;165;100;150;3;1069;Shadow Rider;1069.jpg;2
1070;103;105;72;105;75;65;1;1070;Wyrdeer;1070.jpg;2
1071;70;130;95;45;75;85;1;1071;Kleavor;1071.jpg;1
1072;130;140;105;45;80;50;1;1072;Ursaluna;1072.jpg;5
1073;120;112;65;80;75;78;2;1073;Male;1073.jpg;2
1074;120;92;65;100;75;78;2;1074;Female;1074.jpg;2
1075;80;130;60;40;80;120;1;1075;Sneasler;1075.jpg;1
1076;85;115;95;65;65;85;1;1076;Overqwil;1076.jpg;1
1077;74;115;70;135;80;106;2;1077;Incarnate Forme;1077.jpg;2
1078;74;115;110;135;100;46;2;1078;Therian Forme;1078.jpg;5
1079;40;61;54;45;45;65;1;1079;Sprigatito;1079.jpg;0
1080;61;80;63;60;63;83;1;1080;Floragato;1080.jpg;1
1081;76;110;70;81;70;123;1;1081;Meowscarada;1081.jpg;1
1082;67;45;59;63;40;36;1;1082;Fuecoco;1082.jpg;3
1083;81;55;78;90;58;49;1;1083;Crocalor;1083.jpg;4
1084;104;75;100;110;75;66;1;1084;Skeledirge;1084.jpg;2
1085;55;65;45;50;45;50;1;1085;Quaxly;1085.jpg;0
1086;70;85;65;65;60;65;1;1086;Quaxwell;1086.jpg;1
1087;85;120;80;85;75;85;1;1087;Quaquaval;1087.jpg;2
1088;54;45;40;35;45;35;1;1088;Lechonk;1088.jpg;3
1089;110;100;75;59;80;65;2;1089;Male;1089.jpg;1
1090;115;90;70;59;90;65;2;1090;Female;1090.jpg;1
1091;35;41;45;29;40;20;1;1091;Tarountula;1091.jpg;3
1092;60;79;92;52;86;35;1;1092;Spidops;1092.jpg;5
1093;33;46;40;21;25;45;1;1093;Nymble;1093.jpg;0
1094;71;102;78;52;55;92;1;1094;Lokix;1094.jpg;1
1095;45;50;20;40;25;60;1;1095;Pawmi;1095.jpg;0
1096;60;75;40;50;40;85;1;1096;Pawmo;1096.jpg;0
1097;70;115;70;70;60;105;1;1097;Pawmot;1097.jpg;1
1098;50;50;45;40;45;75;1;1098;Tandemaus;1098.jpg;0
1099;74;75;70;65;75;111;2;1099;Maushold (Family of Four);1099.jpg;1
1100;74;75;70;65;75;111;2;1100;Maushold (Family of Three);1100.jpg;1
1101;37;55;70;30;55;65;1;1101;Fidough;1101.jpg;0
1102;57;80;115;50;80;95;1;1102;Dachsbun;1102.jpg;1
1103;41;35;45;58;51;30;1;1103;Smoliv;1103.jpg;3
1104;52;53;60;78;78;33;1;1104;Dolliv;1104.jpg;3
1105;78;69;90;125;109;39;1;1105;Arboliva;1105.jpg;5
1106;82;96;51;45;51;92;4;1106;Green Plumage;1106.jpg;1
1107;82;96;51;45;51;92;4;1107;Squawkabilly (Blue Plumage);1107.jpg;1
1108;82;96;51;45;51;92;4;1108;Squawkabilly (Yellow Plumage);1108.jpg;1
1109;82;96;51;45;51;92;4;1109;Squawkabilly (White Plumage);1109.jpg;1
1110;55;55;75;35;35;25;1;1110;Nacli;1110.jpg;3
1111;60;60;100;35;65;35;1;1111;Naclstack;1111.jpg;3
1112;100;100;130;45;90;35;1;1112;Garganacl;1112.jpg;5
1113;40;50;40;50;40;35;1;1113;Charcadet;1113.jpg;3
1114;85;60;100;125;80;75;1;1114;Armarouge;1114.jpg;4
1115;75;125;80;60;100;85;1;1115;Ceruledge;1115.jpg;1
1116;61;31;41;59;35;45;1;1116;Tadbulb;1116.jpg;0
1117;109;64;91;103;83;45;1;1117;Bellibolt;1117.jpg;5
1118;40;40;35;55;40;70;1;1118;Wattrel;1118.jpg;0
1119;70;70;60;105;60;125;1;1119;Kilowattrel;1119.jpg;4
1120;60;78;60;40;51;51;1;1120;Maschiff;1120.jpg;3
1121;80;120;90;60;70;85;1;1121;Mabosstiff;1121.jpg;1
1122;40;65;35;40;35;75;1;1122;Shroodle;1122.jpg;0
1123;63;95;65;80;72;110;1;1123;Grafaiai;1123.jpg;1
1124;40;65;30;45;35;60;1;1124;Bramblin;1124.jpg;0
1125;55;115;70;80;70;90;1;1125;Brambleghast;1125.jpg;1
1126;40;40;35;50;100;70;1;1126;Toedscool;1126.jpg;0
1127;80;70;65;80;120;100;1;1127;Toedscruel;1127.jpg;4
1128;70;100;115;35;55;75;1;1128;Klawf;1128.jpg;1
1129;50;62;40;62;40;50;1;1129;Capsakid;1129.jpg;0
1130;65;108;65;108;65;75;1;1130;Scovillain;1130.jpg;2
1131;41;50;60;31;58;30;1;1131;Rellor;1131.jpg;3
1132;75;50;85;115;100;45;1;1132;Rabsca;1132.jpg;4
1133;30;35;30;55;30;75;1;1133;Flittle;1133.jpg;0
1134;95;60;60;101;60;105;1;1134;Espathra;1134.jpg;4
1135;50;45;45;35;64;58;1;1135;Tinkatink;1135.jpg;0
1136;65;55;55;45;82;78;1;1136;Tinkatuff;1136.jpg;1
1137;85;75;77;70;105;94;1;1137;Tinkaton;1137.jpg;4
1138;10;55;25;35;25;95;1;1138;Wiglett;1138.jpg;0
1139;35;100;50;50;70;120;1;1139;Wugtrio;1139.jpg;1
1140;70;103;85;60;85;82;1;1140;Bombirdier;1140.jpg;1
1141;70;45;40;45;40;75;1;1141;Finizen;1141.jpg;0
1142;100;70;72;53;62;100;2;1142;Zero Form;1142.jpg;1
1143;100;160;97;106;87;100;2;1143;Hero Form;1143.jpg;2
1144;45;70;63;30;45;47;1;1144;Varoom;1144.jpg;3
1145;80;119;90;54;67;90;1;1145;Revavroom;1145.jpg;1
1146;70;95;65;85;65;121;1;1146;Cyclizar;1146.jpg;1
1147;70;85;145;60;55;65;1;1147;Orthworm;1147.jpg;5
1148;48;35;42;105;60;60;1;1148;Glimmet;1148.jpg;4
1149;83;55;90;130;81;86;1;1149;Glimmora;1149.jpg;4
1150;50;61;60;30;55;34;1;1150;Greavard;1150.jpg;3
1151;72;101;100;50;97;68;1;1151;Houndstone;1151.jpg;1
1152;82;115;74;75;64;90;1;1152;Flamigo;1152.jpg;1
1153;108;68;45;30;40;43;1;1153;Cetoddle;1153.jpg;3
1154;170;113;65;45;55;73;1;1154;Cetitan;1154.jpg;1
1155;90;102;73;78;65;70;1;1155;Veluza;1155.jpg;1
1156;150;100;115;65;65;35;1;1156;Dondozo;1156.jpg;5
1157;68;50;60;120;95;82;3;1157;Curly Form;1157.jpg;4
1158;68;50;60;120;95;82;3;1158;Droopy Form;1158.jpg;4
1159;68;50;60;120;95;82;3;1159;Stretchy Form;1159.jpg;4
1160;110;115;80;50;90;90;1;1160;Annihilape;1160.jpg;1
1161;130;75;60;45;100;20;1;1161;Clodsire;1161.jpg;5
1162;120;90;70;110;70;60;1;1162;Farigiraf;1162.jpg;2
1163;125;100;80;85;75;55;2;1163;Dudunsparce (Two-Segment Form);1163.jpg;5
1164;125;100;80;85;75;55;2;1164;Dudunsparce (Three-Segment Form);1164.jpg;5
1165;100;135;120;60;85;50;1;1165;Kingambit;1165.jpg;5
1166;115;131;131;53;53;87;1;1166;Great Tusk;1166.jpg;1
1167;115;65;99;65;115;111;1;1167;Scream Tail;1167.jpg;2
1168;111;127;99;79;99;55;1;1168;Brute Bonnet;1168.jpg;5
1169;55;55;55;135;135;135;1;1169;Flutter Mane;1169.jpg;4
1170;85;135;79;85;105;81;1;1170;Slither Wing;1170.jpg;2
1171;85;81;97;121;85;101;1;1171;Sandy Shocks;1171.jpg;2
1172;90;112;120;72;70;106;1;1172;Iron Treads;1172.jpg;2
1173;56;80;114;124;60;136;1;1173;Iron Bundle;1173.jpg;2
1174;154;140;108;50;68;50;1;1174;Iron Hands;1174.jpg;5
1175;94;80;86;122;80;108;1;1175;Iron Jugulis;1175.jpg;2
1176;80;70;60;140;110;110;1;1176;Iron Moth;1176.jpg;4
1177;100;134;110;70;84;72;1;1177;Iron Thorns;1177.jpg;2
1178;65;75;45;35;45;55;1;1178;Frigibax;1178.jpg;0
1179;90;95;66;45;65;62;1;1179;Arctibax;1179.jpg;1
1180;115;145;92;75;86;87;1;1180;Baxcalibur;1180.jpg;2
1181;45;30;70;75;70;10;2;1181;Chest Form;1181.jpg;4
1182;45;30;25;75;45;80;2;1182;Roaming Form;1182.jpg;0
1183;87;60;95;133;91;84;1;1183;Gholdengo;1183.jpg;4
1184;85;85;100;95;135;70;1;1184;Wo-Chien;1184.jpg;2
1185;80;120;80;90;65;135;1;1185;Chien-Pao;1185.jpg;2
1186;155;110;125;55;80;45;1;1186;Ting-Lu;1186.jpg;5
1187;55;80;80;135;120;100;1;1187;Chi-Yu;1187.jpg;2
1188;105;139;71;55;101;119;1;1188;Roaring Moon;1188.jpg;1
1189;74;130;90;120;60;116;1;1189;Iron Valiant;1189.jpg;2
1190;100;135;115;85;100;135;1;1190;Koraidon;1190.jpg;2
1191;100;85;100;135;115;135;1;1191;Miraidon;1191.jpg;2
1192;99;83;91;125;83;109;1;1192;Walking Wake;1192.jpg;2
1193;90;130;88;70;108;104;1;1193;Iron Leaves;1193.jpg;2
